order_id,customer_id,order_date,total_amount,payment_method,order_status
252,8647,2025-06-22,2047.92,Debit Card,Processing
253,3569,2026-02-20,1887.67,Debit Card,Shipped
254,3139,2025-09-17,1550.15,Debit Card,Processing
255,9589,2024-07-23,368.06,Credit Card,Delivered
256,8488,2024-11-29,2659.49,Cash,Delivered
257,9776,2026-07-13,722.93,Cash,Cancelled
258,8976,2024-08-20,1488.65,PayPal,Cancelled
259,9501,2025-09-28,2517.45,UPI,Cancelled
260,3485,2025-01-26,1022.56,Debit Card,Delivered
261,9317,2025-08-28,2259.52,Cash,Processing
262,8049,2026-02-24,2561.07,UPI,Delivered
263,8959,2025-11-27,2224.76,Credit Card,Delivered
264,9635,2024-07-16,41.77,Credit Card,Processing
265,9869,2025-10-08,597.12,UPI,Delivered
266,8585,2024-09-28,1594.01,PayPal,Cancelled
267,8685,2026-03-19,1391.33,Credit Card,Delivered
268,6645,2025-08-11,1160.92,PayPal,Cancelled
269,3805,2026-05-25,1334.79,Debit Card,Cancelled
270,4280,2026-03-04,1254.02,UPI,Delivered
271,8325,2025-07-14,610.88,Debit Card,Cancelled
272,8509,2025-09-14,1095.86,Credit Card,Delivered
273,9928,2025-05-13,303.46,Cash,Processing
274,2619,2026-05-26,1472.11,PayPal,Cancelled
275,7647,2025-07-07,2099.5,Cash,Cancelled
276,2716,2025-11-17,2196.41,Credit Card,Processing
277,3923,2025-07-16,2518.38,PayPal,Processing
278,8390,2024-10-22,2341.97,PayPal,Cancelled
279,6911,2024-11-16,602.56,Credit Card,Delivered
280,1760,2025-11-19,2798.01,UPI,Processing
281,3384,2026-06-17,1046.28,PayPal,Cancelled
282,9017,2026-04-28,484.12,Debit Card,Processing
283,5518,2025-09-20,438.82,Credit Card,Cancelled
284,5230,2024-12-03,770.49,Credit Card,Processing
285,1798,2024-07-18,897.3,UPI,Shipped
286,9662,2026-05-11,2936.38,Debit Card,Processing
287,5048,2025-11-07,2047.3,Credit Card,Delivered
288,867,2026-05-26,2967.71,Cash,Cancelled
289,9748,2025-03-18,735.29,Debit Card,Cancelled
290,4824,2024-10-01,402.03,PayPal,Processing
291,9802,2025-11-27,638.34,UPI,Cancelled
292,255,2025-06-30,2135.9,Debit Card,Delivered
293,2467,2026-03-17,1466.03,PayPal,Shipped
294,8676,2026-02-26,790.17,Credit Card,Delivered
295,1528,2026-03-07,2377.92,Cash,Delivered
296,5175,2025-04-20,2640.59,UPI,Shipped
297,8650,2026-02-01,707.59,Credit Card,Delivered
298,6976,2025-08-20,1803.19,Debit Card,Delivered
299,7207,2025-04-07,417.6,Debit Card,Processing
300,7484,2026-02-07,363.46,Credit Card,Delivered
301,4990,2025-10-04,2084.96,Cash,Delivered
302,1573,2025-06-11,819.15,PayPal,Delivered
303,3738,2024-12-06,1833.01,Debit Card,Delivered
304,2969,2024-11-14,1355.7,PayPal,Cancelled
305,9933,2024-09-09,1747.44,UPI,Cancelled
306,9605,2025-05-12,260.16,Debit Card,Delivered
307,4717,2025-08-18,723.91,Credit Card,Processing
308,3625,2025-11-11,708.03,Debit Card,Cancelled
309,8174,2026-03-16,1154.94,Credit Card,Delivered
310,73,2024-08-16,1276.42,UPI,Shipped
311,5205,2025-09-18,365.85,Credit Card,Shipped
312,1259,2026-02-15,822.83,PayPal,Delivered
313,8178,2026-05-03,2246.37,Debit Card,Processing
314,4057,2026-05-08,2654.82,Credit Card,Shipped
315,6219,2025-11-29,2760.63,UPI,Processing
316,5961,2024-11-04,1557.41,Credit Card,Shipped
317,7306,2025-07-30,413.71,Cash,Delivered
318,3586,2026-01-19,231.56,Cash,Shipped
319,8113,2025-01-03,2287.11,PayPal,Shipped
320,5499,2026-05-11,72.52,PayPal,Processing
321,4254,2024-09-28,2738.1,UPI,Shipped
322,3348,2025-04-29,66.94,UPI,Cancelled
323,9571,2026-01-18,2459.78,Debit Card,Shipped
324,2875,2026-02-20,2518.59,Credit Card,Cancelled
325,7838,2025-04-24,891.08,Cash,Cancelled
326,9026,2025-09-27,2686.54,Debit Card,Delivered
327,773,2024-10-12,504.68,Debit Card,Delivered
328,9918,2025-01-30,1751.32,UPI,Processing
329,5712,2026-07-12,1734.64,PayPal,Shipped
330,2046,2025-02-16,2532.28,Credit Card,Processing
331,7737,2025-02-07,2747.51,UPI,Shipped
332,5599,2025-03-30,1685.25,Cash,Processing
333,8564,2026-05-08,466.69,Cash,Delivered
334,3710,2025-05-20,1515.68,Cash,Shipped
335,7011,2024-12-07,2084.07,Debit Card,Shipped
336,1701,2026-01-03,117.28,PayPal,Processing
337,6017,2024-07-26,613.85,UPI,Processing
338,7779,2024-12-02,1242.44,PayPal,Shipped
339,9906,2026-03-28,1269.45,UPI,Delivered
340,5809,2026-04-09,1172.76,Debit Card,Processing
341,7639,2024-10-14,2313.73,UPI,Processing
342,3427,2025-12-13,2826.14,PayPal,Processing
343,9022,2024-10-10,634.87,UPI,Delivered
344,8535,2025-03-20,1377.45,Cash,Processing
345,4210,2025-11-22,1285.07,Debit Card,Processing
346,3873,2025-07-10,1024.53,Cash,Shipped
347,8576,2025-01-16,644.89,UPI,Shipped
348,7768,2026-03-02,1267.98,UPI,Delivered
349,7222,2025-07-30,2905.59,Debit Card,Processing
350,2439,2025-02-20,1551.48,Cash,Cancelled
351,8613,2026-02-21,2898.7,PayPal,Processing
352,3264,2026-05-11,1455.1,Credit Card,Delivered
353,2042,2024-12-31,2291.78,UPI,Processing
354,5947,2026-02-09,1291.87,UPI,Cancelled
355,969,2024-11-02,1035.72,Credit Card,Shipped
356,4196,2025-02-15,2335.19,Credit Card,Delivered
357,3109,2025-05-18,1053.88,PayPal,Delivered
358,869,2026-01-01,1985.66,PayPal,Processing
359,6969,2026-02-01,848.04,UPI,Shipped
360,82,2025-07-13,1510.31,PayPal,Delivered
361,2512,2026-07-08,1657.11,Credit Card,Shipped
362,9815,2025-01-03,1272.12,PayPal,Delivered
363,3512,2026-06-08,196.16,Credit Card,Processing
364,5699,2024-07-22,2114.39,UPI,Shipped
365,4088,2026-06-07,2929.89,Debit Card,Shipped
366,9597,2024-07-28,1073.29,Cash,Cancelled
367,7950,2024-10-21,2066.06,UPI,Shipped
368,362,2025-01-12,2056.82,PayPal,Processing
369,7358,2026-05-22,1941.81,Credit Card,Shipped
370,263,2025-10-31,910.03,Credit Card,Processing
371,3693,2025-12-29,505.3,Cash,Shipped
372,1360,2026-07-06,1124.23,Debit Card,Shipped
373,6500,2025-06-24,479.86,Cash,Cancelled
374,8021,2026-05-07,2575.97,Debit Card,Cancelled
375,2044,2025-05-11,2443.83,Debit Card,Shipped
376,9840,2025-08-24,309.02,Cash,Delivered
377,9164,2025-06-14,1550.62,Cash,Shipped
378,4933,2025-06-29,2397.51,UPI,Processing
379,523,2024-07-31,1140.14,UPI,Delivered
380,3012,2025-06-13,2637.45,PayPal,Shipped
381,360,2024-11-10,2419.63,PayPal,Delivered
382,6313,2026-03-05,2208.28,UPI,Delivered
383,1099,2025-07-16,1377.98,Debit Card,Shipped
384,2329,2026-01-09,2796.63,Credit Card,Delivered
385,4464,2024-08-01,2344.88,Credit Card,Shipped
386,491,2025-10-27,2076.57,Cash,Delivered
387,1240,2025-02-12,1630.19,UPI,Shipped
388,8280,2025-07-07,2905.88,UPI,Processing
389,2758,2025-10-30,399.5,Debit Card,Delivered
390,6247,2026-03-19,249.57,Debit Card,Shipped
391,2728,2025-02-23,1968.34,Credit Card,Processing
392,7405,2024-09-22,950.87,UPI,Shipped
393,6903,2026-06-28,1519.79,Credit Card,Shipped
394,8963,2025-04-28,2941.76,UPI,Delivered
395,6093,2026-05-15,1153.12,PayPal,Shipped
396,7112,2024-09-09,2416.71,Debit Card,Delivered
397,1218,2025-06-21,886.79,Credit Card,Shipped
398,5370,2024-10-26,1284.32,UPI,Shipped
399,2908,2026-02-27,828.88,Credit Card,Processing
400,8091,2026-04-07,2380.75,Credit Card,Delivered
401,9651,2026-07-02,483.53,Credit Card,Delivered
402,9639,2025-08-21,1234.06,Cash,Shipped
403,3886,2024-12-23,507.81,Debit Card,Processing
404,1542,2025-02-07,712.25,Cash,Cancelled
405,6179,2026-01-09,311.23,Debit Card,Shipped
406,5136,2024-12-04,2196.81,Credit Card,Processing
407,2092,2025-01-21,1103.82,UPI,Shipped
408,1703,2026-01-26,1390.41,Cash,Shipped
409,5624,2025-05-08,1509.29,Credit Card,Shipped
410,8376,2025-05-20,27.15,UPI,Delivered
411,768,2025-04-07,426.23,Cash,Cancelled
412,4515,2025-09-07,614.41,PayPal,Shipped
413,4649,2026-05-22,2523.99,Cash,Processing
414,8994,2025-11-09,2474.45,Cash,Processing
415,2069,2026-04-19,1536.65,PayPal,Cancelled
416,5816,2025-03-19,362.95,Cash,Shipped
417,2639,2024-12-13,2417.27,PayPal,Cancelled
418,6043,2026-06-29,2383.43,Debit Card,Delivered
419,2567,2025-05-04,1767.87,Debit Card,Cancelled
420,1551,2025-05-30,1771.66,Debit Card,Shipped
421,6842,2025-01-20,1880.91,PayPal,Delivered
422,5162,2025-08-14,153.78,Debit Card,Processing
423,6082,2025-04-13,2615.33,PayPal,Cancelled
424,7006,2025-08-20,156.49,Cash,Processing
425,8314,2025-03-17,2488.65,Debit Card,Delivered
426,7801,2025-10-30,340.56,UPI,Shipped
427,5991,2025-08-30,2502.84,Credit Card,Shipped
428,5471,2026-02-18,452.27,Cash,Delivered
429,8381,2025-07-29,2626.4,Cash,Cancelled
430,5678,2026-05-05,623.71,Debit Card,Shipped
431,1440,2025-01-06,1361.09,PayPal,Shipped
432,7195,2026-07-02,423.0,UPI,Delivered
433,6337,2026-02-23,372.11,UPI,Shipped
434,7709,2026-05-23,682.09,Credit Card,Shipped
435,3282,2025-12-03,2586.09,Debit Card,Processing
436,499,2025-08-10,2076.68,PayPal,Cancelled
437,10000,2025-01-08,69.55,UPI,Processing
438,8570,2025-03-03,520.03,Credit Card,Cancelled
439,2086,2025-04-15,1046.46,Credit Card,Delivered
440,6090,2026-07-01,1792.32,Cash,Shipped
441,3552,2024-11-09,2161.61,Cash,Processing
442,543,2026-04-29,551.96,UPI,Cancelled
443,5467,2026-04-30,2197.55,UPI,Shipped
444,2323,2025-07-17,512.56,Credit Card,Cancelled
445,9929,2026-05-08,306.97,UPI,Delivered
446,4023,2026-04-20,957.22,UPI,Shipped
447,2623,2025-04-12,2523.21,Cash,Processing
448,8842,2024-08-21,1382.23,Cash,Cancelled
449,6803,2026-02-07,320.96,Cash,Shipped
450,5432,2025-06-23,1983.89,Cash,Processing
451,9917,2026-05-20,2746.48,Cash,Cancelled
452,5454,2025-01-21,695.31,Debit Card,Cancelled
453,5726,2025-11-08,2039.21,Cash,Delivered
454,7015,2025-06-25,914.11,Credit Card,Cancelled
455,8629,2024-12-29,1645.75,Credit Card,Shipped
456,6501,2024-10-16,2792.04,UPI,Processing
457,5916,2025-03-19,794.45,PayPal,Processing
458,2251,2024-10-16,1898.29,UPI,Cancelled
459,512,2026-01-12,1687.14,PayPal,Processing
460,4655,2026-06-09,850.72,Debit Card,Delivered
461,7817,2024-12-10,1794.52,PayPal,Cancelled
462,7970,2026-02-24,928.32,Debit Card,Cancelled
463,502,2026-03-26,245.87,Cash,Processing
464,9800,2024-10-15,535.86,Debit Card,Shipped
465,8599,2025-07-21,2174.42,PayPal,Processing
466,2169,2025-10-29,2138.6,UPI,Processing
467,8454,2025-01-03,26.7,Cash,Delivered
468,2218,2026-01-10,86.06,Debit Card,Delivered
469,2795,2024-08-18,950.05,PayPal,Shipped
470,9933,2025-08-12,132.76,Credit Card,Shipped
471,8276,2025-06-23,135.96,Cash,Shipped
472,8241,2025-09-06,1164.24,Credit Card,Cancelled
473,1804,2025-02-21,963.67,PayPal,Processing
474,8128,2024-11-20,1465.66,Debit Card,Shipped
475,3199,2026-03-23,1674.11,PayPal,Shipped
476,897,2025-05-26,2329.16,Debit Card,Delivered
477,3772,2025-09-24,2320.38,UPI,Processing
478,9405,2024-07-23,711.72,PayPal,Shipped
479,3591,2025-08-11,2828.96,Debit Card,Delivered
480,6059,2025-03-01,1298.15,PayPal,Delivered
481,6060,2025-09-19,2095.19,UPI,Shipped
482,6055,2025-09-06,930.89,Credit Card,Processing
483,1208,2024-10-11,2839.98,PayPal,Shipped
484,5719,2025-07-05,378.95,Cash,Shipped
485,1917,2026-04-21,35.49,PayPal,Cancelled
486,5015,2026-04-06,1136.39,PayPal,Cancelled
487,2758,2026-07-09,2857.38,Credit Card,Delivered
488,2998,2025-07-04,1860.95,Cash,Delivered
489,9513,2026-03-10,1362.67,PayPal,Processing
490,5978,2025-03-13,1088.81,PayPal,Delivered
491,1416,2026-05-14,756.46,UPI,Cancelled
492,6828,2024-09-07,1934.17,PayPal,Shipped
493,2086,2025-10-05,75.97,Credit Card,Shipped
494,7182,2024-11-08,2931.85,Cash,Delivered
495,6304,2026-07-07,183.88,Credit Card,Cancelled
496,9826,2024-10-23,1188.49,Debit Card,Processing
497,4427,2024-09-11,2071.9,UPI,Delivered
498,5743,2024-12-11,2153.88,UPI,Cancelled
499,64,2024-12-07,2909.66,PayPal,Processing
500,6120,2024-10-10,768.32,Credit Card,Shipped
501,6484,2025-09-11,2618.98,UPI,Delivered
502,3693,2025-09-06,1239.78,Credit Card,Cancelled
503,8649,2025-11-28,1470.99,Credit Card,Processing
504,6810,2024-08-13,1322.28,UPI,Shipped
505,8420,2026-06-11,265.99,Cash,Delivered
506,3355,2025-02-11,816.41,Cash,Shipped
507,3021,2024-08-01,1696.19,Credit Card,Cancelled
508,1526,2025-04-16,1277.88,Credit Card,Processing
509,7747,2025-01-17,1855.03,UPI,Processing
510,287,2025-01-21,832.32,Credit Card,Processing
511,71,2025-04-07,2800.23,Cash,Shipped
512,4941,2024-09-29,1570.23,Cash,Processing
513,2348,2025-09-26,2635.01,Credit Card,Shipped
514,781,2025-03-22,1261.97,PayPal,Shipped
515,1177,2024-08-19,1857.88,Debit Card,Shipped
516,6574,2025-05-19,577.51,PayPal,Cancelled
517,992,2024-09-05,115.43,UPI,Cancelled
518,8868,2025-09-30,2818.84,UPI,Processing
519,7748,2024-11-27,996.58,UPI,Delivered
520,4494,2025-04-18,1718.52,UPI,Cancelled
521,8488,2026-01-08,2514.16,PayPal,Processing
522,3543,2026-05-09,1697.04,Credit Card,Delivered
523,6243,2025-09-06,1857.94,Credit Card,Cancelled
524,1424,2024-08-24,2048.46,Debit Card,Processing
525,4801,2024-12-12,2689.92,Credit Card,Shipped
